objectid,objecttype,attributeid,attributetype
chndm_1942-50-79,object,usa,country
chndm_1974-72-10,object,england,country
chndm_1950-131-23,object,germany,country
chndm_1926-43-4-50,object,holland,country
chndm_1911-28-154,object,france,country
chndm_1926-43-4-95,object,holland,country
chndm_1948-47-338,object,usa,country
chndm_1938-57-102,object,france,country
chndm_1982-33-1,object,switzerland,country
chndm_1931-64-279,object,france,country
chndm_1901-39-2466,object,italy,country
chndm_1926-43-4-45,object,netherlands,country
chndm_1948-118-6,object,italy,country
chndm_1911-28-377,object,germany,country
chndm_1938-88-473,object,italy,country
chndm_1926-43-6-a-75,object,holland,country
chndm_1901-39-3343,object,italy,country
chndm_1941-69-233,object,spain,country
chndm_1991-17-5,object,france,country
chndm_1938-88-2797,object,italy,country
chndm_1973-51-27,object,india,country
chndm_1984-84-26,object,usa,country
chndm_1944-24-36-1,object,france,country
chndm_1973-29-20,object,japan,country
chndm_1911-31-7,object,czech republic,country
chndm_1938-88-570,object,italy,country
chndm_1997-133-1,object,usa,country
chndm_1941-17-3,object,usa,country
chndm_1926-43-6-b-84,object,holland,country
chndm_1920-36-43,object,france,country
chndm_1899-17-1-d,object,persi,country
chndm_1926-43-6-b-135,object,holland,country
chndm_1914-38-186,object,usa,country
chndm_1978-146-765,object,usa,country
chndm_1917-4-464-a,object,switzerland,country
chndm_1931-94-177,object,italy,country
chndm_1957-46-61,object,france,country
chndm_1972-49-1,object,usa,country
chndm_1976-103-229,object,japan,country
chndm_1960-83-423,object,usa,country
chndm_1926-43-5-458,object,holland,country
chndm_1939-66-37,object,france,country
chndm_1948-125-4-30,object,usa,country
chndm_1926-43-7-c-12,object,netherlands,country
chndm_1917-4-537,object,usa,country
chndm_1928-5-35-a_b,object,usa,country
chndm_1938-88-2621,object,italy,country
chndm_1985-103-43-a_b,object,balkan region,country
chndm_1914-38-194,object,usa,country
chndm_1897-9-8,object,germany,country
chndm_1904-20-431,object,italy,country
chndm_1979-91-220,object,usa,country
chndm_1998-62-7,object,france,country
chndm_1931-73-298,object,italy,country
chndm_1992-168-3,object,england,country
chndm_1917-4-1313,object,usa,country
chndm_1971-50-375,object,italy,country
chndm_1907-17-8,object,france,country
chndm_1995-50-199,object,france,country
chndm_1917-4-296-b,object,canada,country
chndm_1926-43-5-540,object,holland,country
chndm_1931-59-219-b,object,france,country
chndm_1906-15-21,object,france,country
chndm_1914-38-323,object,usa,country
chndm_1973-76-21-a,object,indi,country
chndm_1973-42-23-a_b,object,usa,country
chndm_1911-28-442,object,france,country
chndm_1907-17-67,object,france,country
chndm_1955-38-53-d,object,usa,country
chndm_1983-29-9,object,usa,country
chndm_1926-43-6-a-99,object,netherlands,country
chndm_1904-20-431,object,france,country
chndm_1955-89-1,object,france,country
chndm_1999-42-10,object,england,country
chndm_1909-13-39,object,france,country
chndm_1917-4-34-b,object,usa,country
chndm_1979-91-570,object,usa,country
chndm_1955-38-12-a,object,usa,country
chndm_1944-21-1,object,spain,country
chndm_1931-95-12-a_c,object,france,country
chndm_1938-88-3498,object,ital,country
chndm_1961-1-37,object,netherlands,country
chndm_1938-88-3090,object,ital,country
chndm_1962-55-14-a_b,object,france,country
chndm_1986-61-242,object,ireland,country
chndm_1941-11-5,object,england,country
chndm_1968-135-4,object,italy,country
chndm_1995-50-338,object,switzerland,country
chndm_1972-39-5,object,usa,country
chndm_1948-65-15,object,england,country
chndm_1985-21-2,object,ireland,country
chndm_1926-43-5-345,object,holland,country
chndm_1948-118-41,object,italy,country
chndm_1981-28-424,object,spain,country
chndm_1938-88-2476,object,italy,country
chndm_1989-80-34-a_g,object,usa,country
chndm_1984-86-18,object,usa,country
chndm_1921-6-42-8,object,france,country
chndm_1908-6-1,object,china,country
chndm_1923-6-25,object,usa,country
chndm_1923-51-15,object,spain,country
chndm_1979-91-391,object,usa,country
chndm_1901-39-1063,object,italy,country
chndm_1953-179-88-68,object,usa,country
chndm_1952-166-98,object,england,country
chndm_1926-43-7-d-32,object,holland,country
chndm_1926-43-6-a-99,object,holland,country
chndm_1909-13-91,object,france,country
chndm_1901-39-1541,object,italy,country
chndm_1973-6-5,object,france,country
chndm_1938-88-793,object,italy,country
chndm_1968-135-87-a,object,usa,country
chndm_1962-217-1,object,egypt,country
chndm_1926-43-4-74,object,holland,country
chndm_1992-156-18,object,france,country
chndm_1957-162-22,object,germany,country
chndm_1967-84-6,object,france,country
chndm_1926-43-4-74,object,netherlands,country
chndm_1938-88-746,object,italy,country
chndm_1948-47-346,object,usa,country
chndm_1953-143-33,object,n. europe,country
chndm_1974-101-23,object,spain,country
chndm_1942-50-426-a,object,usa,country
chndm_1979-91-580,object,usa,country
chndm_1959-26-4,object,usa,country
chndm_1985-103-217,object,china,country
chndm_1962-233-7,object,indonesia,country
chndm_1947-121-1,object,germany,country
chndm_1940-105-1,object,belgium,country
chndm_1979-91-499,object,usa,country
chndm_1957-180-73,object,greece,country
chndm_1972-36-12,object,spain,country
chndm_1952-80-5-h,object,france,country
chndm_1981-28-80,object,england,country
chndm_1948-47-211,object,usa,country
chndm_1979-91-883,object,usa,country
chndm_1931-64-169,object,france,country
chndm_1926-43-5-481,object,holland,country
chndm_1938-57-108,object,france,country
chndm_1971-50-62-a_c,object,spain,country
chndm_1941-31-215,object,japan,country
chndm_1943-51-133,object,germany,country
chndm_1973-29-22,object,japan,country
chndm_1928-2-95,object,france,country
chndm_1901-39-1270,object,italy,country
chndm_1931-73-7,object,italy,country
chndm_1979-91-919,object,usa,country
chndm_1957-180-105,object,netherlands,country
chndm_1984-86-4-56,object,usa,country
chndm_1926-43-6-b-135,object,netherlands,country
chndm_1943-51-402,object,usa,country
chndm_1994-129-3,object,england,country
chndm_1924-36-2,object,france,country
chndm_1938-88-893,object,italy,country
chndm_1952-166-46-b,object,france,country
chndm_1938-88-270,object,italy,country
chndm_1942-50-174,object,switzerland,country
chndm_1950-121-21,object,france,country
chndm_1981-28-423,object,spain,country
chndm_1943-33-1-15,object,usa,country
chndm_1938-88-416,object,italy,country
chndm_1958-39-1-b_d,object,france,country
chndm_1921-6-281-33,object,germany,country
chndm_1901-39-2782,object,italy,country
chndm_1923-46-117,object,italy,country
chndm_1926-43-6-b-96,object,holland,country
chndm_1896-17-28,object,france,country
chndm_1921-6-450-36,object,england,country
chndm_1953-20-3,object,england,country
chndm_1931-59-141,object,france,country
chndm_1912-12-252,object,usa,country
chndm_1920-36-318,object,france,country
chndm_1971-50-402,object,belgium,country
chndm_1901-39-2673,object,netherlands,country
chndm_1939-69-2,object,china,country
chndm_1926-43-7-d-32,object,netherlands,country
chndm_1960-83-155,object,usa,country
chndm_1957-180-105,object,german,country
chndm_1939-12-4,object,turkey,country
chndm_1974-42-11,object,england,country
chndm_1956-181-38,object,1956,acqYear
chndm_1941-76-1-pp,object,1941,acqYear
chndm_1980-73-10,object,1980,acqYear
chndm_1909-2-5,object,1909,acqYear
chndm_1984-86-18,object,1984,acqYear
chndm_1911-28-154,object,1911,acqYear
chndm_1898-21-5-e,object,1898,acqYear
chndm_1955-78-14-38,object,1955,acqYear
chndm_1912-16-52,object,1912,acqYear
chndm_1942-50-207,object,1942,acqYear
chndm_1992-5-60-a_b,object,1992,acqYear
chndm_1960-83-427,object,1960,acqYear
chndm_1974-112-17-a_h,object,1974,acqYear
chndm_1939-85-22,object,1939,acqYear
chndm_1998-75-103-a_b,object,1998,acqYear
chndm_1901-39-3345,object,1901,acqYear
chndm_1902-10-2,object,1902,acqYear
chndm_1962-8-1-c,object,1962,acqYear
chndm_1961-148-49,object,1961,acqYear
chndm_1908-6-1,object,1908,acqYear
chndm_1962-50-137,object,1962,acqYear
chndm_1976-1-55,object,1976,acqYear
chndm_1974-100-23,object,1974,acqYear
chndm_1924-15-134,object,1924,acqYear
chndm_1985-103-43-a_b,object,1985,acqYear
chndm_1952-37-18,object,1952,acqYear
chndm_1917-4-157,object,1917,acqYear
chndm_1938-88-2996,object,1938,acqYear
chndm_1942-50-322,object,1942,acqYear
chndm_1978-146-6,object,1978,acqYear
chndm_1971-50-402,object,1971,acqYear
chndm_1962-56-142,object,1962,acqYear
chndm_1896-2-41,object,1896,acqYear
chndm_1948-47-346,object,1948,acqYear
chndm_1983-29-9,object,1983,acqYear
chndm_1995-50-189,object,1995,acqYear
chndm_2000-69-168,object,2000,acqYear
chndm_1958-143-27,object,1958,acqYear
chndm_1946-42-9-a,object,1946,acqYear
chndm_1917-4-221,object,1917,acqYear
chndm_1959-49-229,object,1959,acqYear
chndm_1901-39-3066,object,1901,acqYear
chndm_1921-6-281-33,object,1921,acqYear
chndm_1960-86-1,object,1960,acqYear
chndm_1902-1-647-a_d,object,1902,acqYear
chndm_1911-28-437,object,1911,acqYear
chndm_1979-91-1317,object,1979,acqYear
chndm_1940-94-6,object,1940,acqYear
chndm_1962-50-262,object,1962,acqYear
chndm_1977-110-1-36,object,1977,acqYear
chndm_1959-49-11,object,1959,acqYear
chndm_1952-80-5-h,object,1952,acqYear
chndm_1948-65-15,object,1948,acqYear
chndm_1950-5-25,object,1950,acqYear
chndm_1973-51-30,object,1973,acqYear
chndm_1931-61-15,object,1931,acqYear
chndm_1962-56-89,object,1962,acqYear
chndm_1920-36-43,object,1920,acqYear
chndm_1981-28-394,object,1981,acqYear
chndm_1958-140-7,object,1958,acqYear
chndm_1960-249-1,object,1960,acqYear
chndm_1938-88-3313,object,1938,acqYear
chndm_1904-20-320,object,1904,acqYear
chndm_1938-88-599,object,1938,acqYear
chndm_1941-45-1-a_b,object,1941,acqYear
chndm_1957-58-72,object,1957,acqYear
chndm_1917-4-363,object,1917,acqYear
chndm_1948-47-339,object,1948,acqYear
chndm_1904-20-100,object,1904,acqYear
chndm_1938-57-108,object,1938,acqYear
chndm_1910-24-13,object,1910,acqYear
chndm_1931-59-446-a_b,object,1931,acqYear
chndm_1938-88-5386,object,1938,acqYear
chndm_1975-85-4-3-a_e,object,1975,acqYear
chndm_1926-43-6-a-99,object,1926,acqYear
chndm_1956-181-113,object,1956,acqYear
chndm_1911-28-19-3,object,1911,acqYear
chndm_1911-28-82-1,object,1911,acqYear
chndm_1938-88-4620,object,1938,acqYear
chndm_1951-134-6,object,1951,acqYear
chndm_1952-105-27,object,1952,acqYear
chndm_1940-21-37,object,1940,acqYear
chndm_1944-24-36-1,object,1944,acqYear
chndm_1939-66-37,object,1939,acqYear
chndm_1947-15-1,object,1947,acqYear
chndm_1982-23-1139,object,1982,acqYear
chndm_1995-50-347-a_d,object,1995,acqYear
chndm_1972-42-219-a_d,object,1972,acqYear
chndm_1967-20-43,object,1967,acqYear
chndm_1915-16-8-a,object,1915,acqYear
chndm_1977-80-1,object,1977,acqYear
chndm_1921-6-282-74,object,1921,acqYear
chndm_1931-59-402-a,object,1931,acqYear
chndm_1911-7-5,object,1911,acqYear
chndm_1907-5-27,object,1907,acqYear
chndm_1992-5-7-a_b,object,1992,acqYear
chndm_1955-38-12-a,object,1955,acqYear
chndm_1967-84-6,object,1967,acqYear
chndm_1950-121-51,object,1950,acqYear
chndm_1926-43-7-c-12,object,1926,acqYear
chndm_1932-1-50,object,1932,acqYear
chndm_1979-91-1203,object,1979,acqYear
chndm_1981-28-31,object,1981,acqYear
chndm_1919-30-11,object,1919,acqYear
chndm_1979-91-274,object,1979,acqYear
chndm_1948-118-19,object,1948,acqYear
chndm_1970-58-9,object,1970,acqYear
chndm_1921-6-97-2,object,1921,acqYear
chndm_1980-33-11,object,1980,acqYear
chndm_1982-23-72,object,1982,acqYear
chndm_1931-70-38,object,1931,acqYear
chndm_1896-16-19,object,1896,acqYear
chndm_1931-94-260,object,1931,acqYear
chndm_1921-6-469-6,object,1921,acqYear
chndm_1950-131-64,object,1950,acqYear
chndm_1932-1-41,object,1932,acqYear
chndm_1957-190-1,object,1957,acqYear
chndm_1947-121-1,object,1947,acqYear
chndm_1980-73-18,object,1980,acqYear
chndm_1952-164-35,object,1952,acqYear
chndm_1971-50-302,object,1971,acqYear
chndm_1896-17-28,object,1896,acqYear
chndm_1897-9-8,object,1897,acqYear
chndm_1957-180-21,object,1957,acqYear
chndm_1912-12-142,object,1912,acqYear
chndm_1939-27-21,object,1939,acqYear
chndm_2000-69-248,object,2000,acqYear
chndm_1921-6-285-95,object,1921,acqYear
chndm_1979-91-220,object,1979,acqYear
chndm_1971-46-1-a_b,object,1971,acqYear
chndm_1961-115-15,object,1961,acqYear
chndm_1956-64-3,object,1956,acqYear
chndm_1966-7-31,object,1966,acqYear
chndm_1921-22-318,object,1921,acqYear
chndm_1938-88-3764,object,1938,acqYear
chndm_1938-88-2966,object,1938,acqYear
chndm_1979-91-920,object,1979,acqYear
chndm_1938-9-2,object,1938,acqYear
chndm_1985-103-217,object,1985,acqYear
chndm_1984-86-5-53,object,1984,acqYear
chndm_1926-43-5-481,object,1926,acqYear
chndm_1949-119-1,object,1949,acqYear
chndm_1948-118-6,object,1948,acqYear
chndm_1984-86-4-39,object,1984,acqYear
chndm_1977-31-2-a_g,object,1977,acqYear
chndm_1972-5-3-a,object,1972,acqYear
chndm_1998-75-90,object,1998,acqYear
chndm_1962-50-320-c,object,1962,acqYear
chndm_1986-113-8,object,1986,acqYear
chndm_1953-60-11,object,1953,acqYear
chndm_1938-88-4616,object,1938,acqYear
chndm_1907-7-10,object,1907,acqYear
chndm_1901-30-33,object,1901,acqYear
chndm_1960-83-155,object,1960,acqYear
chndm_1896-3-216,object,1896,acqYear
chndm_1950-121-34,object,1950,acqYear
chndm_1914-38-339,object,1914,acqYear
chndm_1931-59-219-b,object,1931,acqYear
chndm_1967-10-17-b,object,1967,acqYear
chndm_1985-19-106,object,1985,acqYear
chndm_1938-88-7057,object,1938,acqYear
chndm_1975-44-2,object,1975,acqYear
chndm_1968-107-22,object,1968,acqYear
chndm_1926-43-5-540,object,1926,acqYear
chndm_1900-4-2,object,1900,acqYear
chndm_2000-69-4,object,2000,acqYear
chndm_1931-45-75,object,1931,acqYear
chndm_1931-44-17-a_b,object,1931,acqYear
chndm_1942-50-131,object,1942,acqYear
chndm_1973-51-138,object,1973,acqYear
chndm_1968-116-2-a,object,1968,acqYear
chndm_1985-103-139-a,object,1985,acqYear
chndm_1962-65-2,object,1962,acqYear
chndm_1942-50-13,object,1942,acqYear
chndm_1979-91-607-a_b,object,1979,acqYear
chndm_1945-6-4-2,object,1945,acqYear
chndm_1938-57-736-c,object,1938,acqYear
chndm_1911-28-377,object,1911,acqYear
chndm_1977-110-1-11,object,1977,acqYear
chndm_1953-179-85-31,object,1953,acqYear
chndm_1942-50-1,object,1942,acqYear
chndm_1926-43-6-b-252,object,1926,acqYear
chndm_1926-43-6-b-135,object,1926,acqYear
chndm_1979-91-647,object,1979,acqYear
chndm_1931-64-279,object,1931,acqYear
chndm_1901-39-2466,object,1901,acqYear
chndm_1914-21-121,object,1914,acqYear
chndm_1906-15-35-a_b,object,1906,acqYear
chndm_1960-233-3-a_h,object,1960,acqYear
chndm_1977-110-3-19,object,1977,acqYear
chndm_1962-218-12,object,1962,acqYear
chndm_1940-117-7,object,1940,acqYear
chndm_1976-48-61-2,object,1976,acqYear
chndm_1926-43-4-95,object,1926,acqYear
chndm_1999-42-10,object,1999,acqYear
chndm_1948-40-4,object,1948,acqYear
chndm_1905-2-135,object,1905,acqYear
chndm_1952-164-21,object,1952,acqYear
chndm_1914-21-14,object,1914,acqYear
chndm_1931-94-177,object,1931,acqYear
chndm_1948-118-41,object,1948,acqYear
chndm_1982-33-1,object,1982,acqYear
chndm_1920-36-319,object,1920,acqYear
chndm_1909-13-17,object,1909,acqYear
chndm_1947-4-30,object,1947,acqYear
chndm_1938-88-7279,object,1938,acqYear
chndm_1899-17-1-d,object,1899,acqYear
chndm_1917-4-296-b,object,1917,acqYear
chndm_1904-16-242,object,1904,acqYear
chndm_1990-48-2,object,1990,acqYear
chndm_1955-38-19,object,1955,acqYear
chndm_1995-165-13,object,1995,acqYear
chndm_1948-39-3,object,1948,acqYear
chndm_1910-45-2-a,object,1910,acqYear
chndm_1995-50-338,object,1995,acqYear
chndm_1896-3-90,object,1896,acqYear
chndm_1992-168-3,object,1992,acqYear
chndm_1912-16-1,object,1912,acqYear
chndm_1938-57-1070-19,object,1938,acqYear
chndm_1960-126-1-a,object,1960,acqYear
chndm_1957-162-22,object,1957,acqYear
chndm_1908-26-96,object,1908,acqYear
chndm_1921-22-359,object,1921,acqYear
chndm_1951-111-59,object,1951,acqYear
chndm_1970-26-4-ac,object,1970,acqYear
chndm_1962-50-64,object,1962,acqYear
chndm_1941-46-6,object,1941,acqYear
chndm_1931-45-41,object,1931,acqYear
chndm_1897-8-140,object,1897,acqYear
chndm_1968-135-4,object,1968,acqYear
chndm_1984-133-10-a_b,object,1984,acqYear
chndm_1972-42-214-a_f,object,1972,acqYear
chndm_1952-161-37,object,1952,acqYear
chndm_1901-39-632,object,1901,acqYear
chndm_1941-69-172,object,1941,acqYear
chndm_1904-20-431,object,1904,acqYear
chndm_1906-21-222,object,1906,acqYear
chndm_1968-101-30-13,object,1968,acqYear
chndm_1901-39-2489,object,1901,acqYear
chndm_1909-2-4,object,1909,acqYear
chndm_1905-2-100,object,1905,acqYear
chndm_1981-28-389,object,1981,acqYear
chndm_1999-17-1-2,object,1999,acqYear
chndm_1921-6-212-7-a,object,1921,acqYear
chndm_1920-3-2-a_b,object,1920,acqYear
chndm_a-a-29,object,a-a-,acqYear
chndm_1926-37-169,object,1926,acqYear
chndm_1974-52-62,object,1974,acqYear
chndm_1901-39-2773,object,1901,acqYear
chndm_1953-179-89-70,object,1953,acqYear
chndm_1957-123-9,object,1957,acqYear
chndm_1932-1-7,object,1932,acqYear
chndm_1948-134-3,object,1948,acqYear
chndm_1935-2-3-a,object,1935,acqYear
chndm_1931-80-101,object,1931,acqYear
chndm_1982-23-516,object,1982,acqYear
chndm_1992-156-18,object,1992,acqYear
chndm_1940-93-27,object,1940,acqYear
chndm_1989-80-31-a_b,object,1989,acqYear
chndm_1953-202-1,object,1953,acqYear
chndm_1957-180-73,object,1957,acqYear
chndm_1983-3-1,object,1983,acqYear
chndm_1962-156-1-10,object,1962,acqYear
chndm_1956-23-6-4,object,1956,acqYear
chndm_1986-61-178-a_b,object,1986,acqYear
chndm_1901-39-689,object,1901,acqYear
chndm_1958-148-11-a_d,object,1958,acqYear
chndm_1969-62-8,object,1969,acqYear
chndm_1914-38-90,object,1914,acqYear
chndm_1953-178-42,object,1953,acqYear
chndm_1941-69-243,object,1941,acqYear
chndm_1995-50-217,object,1995,acqYear
chndm_1985-103-204,object,1985,acqYear
chndm_1931-4-62,object,1931,acqYear
chndm_1975-86-4,object,1975,acqYear
chndm_1921-6-282-17,object,1921,acqYear
chndm_1979-91-886,object,1979,acqYear
chndm_1986-61-242,object,1986,acqYear
chndm_1981-28-424,object,1981,acqYear
chndm_1917-4-203,object,1917,acqYear
chndm_1901-39-994,object,1901,acqYear
chndm_1967-16-8,object,1967,acqYear
chndm_1981-28-306,object,1981,acqYear
chndm_1979-91-570,object,1979,acqYear
chndm_1961-178-1,object,1961,acqYear
chndm_1945-3-7,object,1945,acqYear
chndm_1940-66-2-a_d,object,1940,acqYear
chndm_1972-42-38-a_c,object,1972,acqYear
chndm_1950-121-55,object,1950,acqYear
chndm_1981-28-80,object,1981,acqYear
chndm_1992-92-1-7,object,1992,acqYear
chndm_2000-69-286,object,2000,acqYear
chndm_1904-16-16-b,object,1904,acqYear
chndm_1938-57-1219-b,object,1938,acqYear
chndm_1901-39-1925,object,1901,acqYear
chndm_1931-95-12-a_c,object,1931,acqYear
chndm_1912-12-52,object,1912,acqYear
chndm_1926-43-6-a-75,object,1926,acqYear
chndm_1926-43-1-81,object,1926,acqYear
chndm_1923-22-28,object,1923,acqYear
chndm_1939-64-14-a_d,object,1939,acqYear
chndm_1921-6-94-3,object,1921,acqYear
chndm_1939-55-1,object,1939,acqYear
chndm_1926-43-4-50,object,1926,acqYear
chndm_1979-91-1276,object,1979,acqYear
chndm_1917-4-1332-b,object,1917,acqYear
chndm_1955-163-11,object,1955,acqYear
chndm_1950-59-9,object,1950,acqYear
chndm_1940-120-37,object,1940,acqYear
chndm_1896-3-358,object,1896,acqYear
chndm_1985-103-94,object,1985,acqYear
chndm_1931-59-238-d,object,1931,acqYear
chndm_1933-1-5,object,1933,acqYear
chndm_1941-69-35,object,1941,acqYear
chndm_1984-86-5-32,object,1984,acqYear
chndm_1968-107-14,object,1968,acqYear
chndm_1938-88-2797,object,1938,acqYear
chndm_1912-12-252,object,1912,acqYear
chndm_1953-206-6,object,1953,acqYear
chndm_1945-7-1-a,object,1945,acqYear
chndm_1926-22-184,object,1926,acqYear
chndm_1938-88-467,object,1938,acqYear
chndm_1981-28-387,object,1981,acqYear
chndm_1900-25-9,object,1900,acqYear
chndm_1902-1-187,object,1902,acqYear
chndm_1941-11-5,object,1941,acqYear
chndm_1899-2-7,object,1899,acqYear
chndm_1994-3-3,object,1994,acqYear
chndm_1896-1-119,object,1896,acqYear
chndm_1984-86-4-56,object,1984,acqYear
chndm_1952-166-46-b,object,1952,acqYear
chndm_1926-43-4-213,object,1926,acqYear
chndm_1943-51-103,object,1943,acqYear
chndm_1938-88-8164,object,1938,acqYear
chndm_1997-133-1,object,1997,acqYear
chndm_1901-39-511,object,1901,acqYear
chndm_1926-22-65-a,object,1926,acqYear
chndm_1908-13-15,object,1908,acqYear
chndm_1974-41-8,object,1974,acqYear
chndm_1984-125-72,object,1984,acqYear
chndm_1926-43-6-b-3,object,1926,acqYear
chndm_1985-68-7-a,object,1985,acqYear
chndm_1970-28-25,object,1970,acqYear
chndm_1942-50-412,object,1942,acqYear
chndm_1931-66-2,object,1931,acqYear
chndm_1951-106-2,object,1951,acqYear
chndm_1993-1-1,object,1993,acqYear
chndm_2007-27-26,object,2007,acqYear
chndm_1897-8-242,object,1897,acqYear
chndm_1938-88-570,object,1938,acqYear
chndm_1901-39-2801,object,1901,acqYear
chndm_1959-56-1-f,object,1959,acqYear
chndm_1973-51-110-a_b,object,1973,acqYear
chndm_1931-85-1,object,1931,acqYear
chndm_1902-1-779,object,1902,acqYear
chndm_1901-39-3217,object,1901,acqYear
chndm_1926-43-6-b-84,object,1926,acqYear
chndm_1920-36-170,object,1920,acqYear
chndm_1942-50-4,object,1942,acqYear
chndm_1962-50-65,object,1962,acqYear
chndm_1916-33-49-a_b,object,1916,acqYear
chndm_1951-158-6,object,1951,acqYear
chndm_1953-48-15,object,1953,acqYear
chndm_2006-20-17,object,2006,acqYear
chndm_1953-106-82,object,1953,acqYear
chndm_1939-69-2,object,1939,acqYear
chndm_1911-28-361,object,1911,acqYear
chndm_1896-1-103,object,1896,acqYear
chndm_1926-43-6-b-78,object,1926,acqYear
chndm_1926-43-7-d-45,object,1926,acqYear
chndm_1987-96-3,object,1987,acqYear
chndm_1974-72-10,object,1974,acqYear
chndm_1971-50-77,object,1971,acqYear
chndm_1971-50-103,object,1971,acqYear
chndm_1979-91-883,object,1979,acqYear
chndm_1917-4-284-a,object,1917,acqYear
chndm_1926-43-5-551,object,1926,acqYear
chndm_1901-39-2056,object,1901,acqYear
chndm_1921-6-313-80,object,1921,acqYear
chndm_1935-12-1-6,object,1935,acqYear
chndm_1931-4-9,object,1931,acqYear
chndm_1938-88-8417,object,1938,acqYear
chndm_1901-39-623,object,1901,acqYear
chndm_1942-50-138,object,1942,acqYear
chndm_1942-50-513,object,1942,acqYear
chndm_1981-28-59,object,1981,acqYear
chndm_1901-39-1718,object,1901,acqYear
chndm_1950-30-4,object,1950,acqYear
chndm_1957-58-31,object,1957,acqYear
chndm_1914-38-140,object,1914,acqYear
chndm_1986-24-1,object,1986,acqYear
chndm_1917-4-158-b,object,1917,acqYear
chndm_1944-93-2,object,1944,acqYear
chndm_1904-16-302,object,1904,acqYear
chndm_1999-42-6,object,1999,acqYear
chndm_1923-51-15,object,1923,acqYear
chndm_1955-28-2,object,1955,acqYear
chndm_1921-6-11-1,object,1921,acqYear
chndm_1939-57-13,object,1939,acqYear
chndm_1948-89-9,object,1948,acqYear
chndm_1902-1-101,object,1902,acqYear
chndm_1984-84-13,object,1984,acqYear
chndm_1989-80-34-a_g,object,1989,acqYear
chndm_1912-12-41,object,1912,acqYear
chndm_1948-47-244,object,1948,acqYear
chndm_1969-121-40,object,1969,acqYear
chndm_1896-1-87,object,1896,acqYear
chndm_1901-39-1987,object,1901,acqYear
chndm_1901-39-3343,object,1901,acqYear
chndm_1931-73-295,object,1931,acqYear
chndm_1934-13-5,object,1934,acqYear
chndm_1943-51-324,object,1943,acqYear
chndm_1975-60-19-a,object,1975,acqYear
chndm_1950-121-28-c,object,1950,acqYear
chndm_1926-43-4-155,object,1926,acqYear
chndm_1931-94-232,object,1931,acqYear
chndm_1947-49-12,object,1947,acqYear
chndm_1979-91-919,object,1979,acqYear
chndm_1960-78-1-1_102,object,1960,acqYear
chndm_1951-185-33-i_k,object,1951,acqYear
chndm_1901-39-2852,object,1901,acqYear
chndm_1940-76-15,object,1940,acqYear
chndm_1909-22-1-25,object,1909,acqYear
chndm_1960-158-1-a_c,object,1960,acqYear
chndm_1924-15-43-b,object,1924,acqYear
chndm_1938-88-3498,object,1938,acqYear
chndm_1897-8-50,object,1897,acqYear
chndm_1962-50-76,object,1962,acqYear
chndm_1981-56-41,object,1981,acqYear
chndm_1935-2-1-a_b,object,1935,acqYear
chndm_1952-127-20,object,1952,acqYear
chndm_1938-88-284,object,1938,acqYear
chndm_1906-15-31,object,1906,acqYear
chndm_1958-143-3,object,1958,acqYear
chndm_1925-2-21-a,object,1925,acqYear
chndm_1953-179-84-10,object,1953,acqYear
chndm_1979-91-631,object,1979,acqYear
chndm_2009-18-24-a_b,object,2009,acqYear
chndm_1917-4-516,object,1917,acqYear
chndm_1902-1-296,object,1902,acqYear
chndm_1911-31-7,object,1911,acqYear
chndm_1995-70-1-a_b,object,1995,acqYear
chndm_1901-39-1809,object,1901,acqYear
chndm_a-w-240,object,a-w-,acqYear
chndm_1931-94-186,object,1931,acqYear
chndm_1926-43-4-74,object,1926,acqYear
chndm_1923-51-1,object,1923,acqYear
chndm_1955-163-12,object,1955,acqYear
chndm_1914-38-228-a,object,1914,acqYear
chndm_1907-17-8,object,1907,acqYear
chndm_1940-105-1,object,1940,acqYear
chndm_1931-27-4,object,1931,acqYear
chndm_1938-57-1070-37,object,1938,acqYear
chndm_1971-50-428,object,1971,acqYear
chndm_1979-91-703,object,1979,acqYear
chndm_1909-2-193,object,1909,acqYear
chndm_1926-43-5-217,object,1926,acqYear
chndm_1904-21-19,object,1904,acqYear
chndm_1949-101-1,object,1949,acqYear
chndm_1921-6-450-36,object,1921,acqYear
chndm_1991-17-5,object,1991,acqYear
chndm_1941-69-60,object,1941,acqYear
chndm_1948-40-12,object,1948,acqYear
chndm_1951-103-25,object,1951,acqYear
chndm_1917-4-677,object,1917,acqYear
chndm_1917-4-366-a,object,1917,acqYear
chndm_1939-12-4,object,1939,acqYear
chndm_1948-47-240,object,1948,acqYear
chndm_1973-51-5-a_b,object,1973,acqYear
chndm_1971-79-2-a_b,object,1971,acqYear
chndm_1958-39-1-b_d,object,1958,acqYear
chndm_1926-43-5-432,object,1926,acqYear
chndm_1981-28-325,object,1981,acqYear
chndm_1902-1-1016,object,1902,acqYear
chndm_1985-19-47,object,1985,acqYear
chndm_1931-40-47-a_b,object,1931,acqYear
chndm_1938-57-489-a_b,object,1938,acqYear
chndm_1959-66-306-e,object,1959,acqYear
chndm_1937-96-2,object,1937,acqYear
chndm_1952-166-109,object,1952,acqYear
chndm_1921-6-99,object,1921,acqYear
chndm_1928-5-35-a_b,object,1928,acqYear
chndm_1955-78-14-13,object,1955,acqYear
chndm_1917-4-534,object,1917,acqYear
chndm_1917-4-825,object,1917,acqYear
