objectid,objecttype,attributeid,attributetype
chndm_1951-103-54,object,morris & co.,creator
chndm_1901-39-632,object,"marchionni, carlo",creator
chndm_1966-55-30,object,"tiffany, louis comfort",creator
chndm_1896-3-347,object,woollett,creator
chndm_1998-75-103-a_b,object,"réveillon, jean-baptiste",creator
chndm_1938-88-270,object, romolo achille,creator
chndm_1999-17-1-2,object, johann jakob,creator
chndm_1945-3-7,object, inc.,creator
chndm_1962-65-2,object,liberty paper & bag co.,creator
chndm_1969-121-44,object,"haseltine, william stanley",creator
chndm_1959-49-11,object, anthony,creator
chndm_1921-6-281-33,object, balthazar sigmund,creator
chndm_1896-3-347,object, william,creator
chndm_1985-19-106,object,gledhill wall paper co.,creator
chndm_1904-16-125,object,"blum, robert frederick",creator
chndm_1942-50-174,object,"huntington, daniel",creator
chndm_1901-39-1073,object,"righetti, luigi",creator
chndm_1938-88-7279,object,"solimena, francesco",creator
chndm_1921-6-281-33,object, françois de,creator
chndm_1941-11-2,object,"stevens, thomas",creator
chndm_1921-6-123-1,object,"le pautre, jean",creator
chndm_1904-16-45-c,object,"blum, robert frederick",creator
chndm_1921-6-213-7,object, alexis,creator
chndm_1959-26-4,object,"mccutcheon, john tinney",creator
chndm_1911-28-437,object,"percier, charles",creator
chndm_1921-41-29,object,allen,creator
chndm_1942-50-4,object, sophie,creator
chndm_1911-28-196,object,"de lavallée-poussin, etienne",creator
chndm_1999-17-1-2,object, johann christoph,creator
chndm_1917-4-158-b,object,"church, frederic edwin",creator
chndm_1955-38-53-d,object,"vedder, elihu",creator
chndm_1979-91-1081,object,m.h. birge & sons co.,creator
chndm_1920-36-319,object,fabrique de saint ruf,creator
chndm_1984-86-3-7,object,"cox, kenyon",creator
chndm_1943-51-103,object,"warren, whitney",creator
chndm_1921-6-285-38,object,cuvilliés,creator
chndm_1981-28-424,object,coller,creator
chndm_1921-6-212-66,object, juste-aurèle,creator
chndm_1979-91-1127,object,janeway & co. inc.,creator
chndm_1921-6-469-6,object,collaert,creator
chndm_a-t-20,object, auguste,creator
chndm_1977-31-2-a_g,object, john hen,creator
chndm_1977-110-1-36,object,buonarroti simoni,creator
chndm_1921-6-313-80,object,pasquier,creator
chndm_1955-78-14-30,object,belin,creator
chndm_1921-6-282-17,object,lespilliez,creator
chndm_1917-4-284-a,object,"church, frederic edwin",creator
chndm_1914-38-56,object,"lathrop, francis augustus",creator
chndm_2009-18-24-a_b,object, theophil,creator
chndm_1920-36-179,object, jean-baptiste,creator
chndm_1977-110-1-5,object,"ango, jean-robert",creator
chndm_1972-42-214-a_f,object,dauptain,creator
chndm_1958-143-3,object,"creti, donato",creator
chndm_1949-101-1,object,"chippendale, thomas",creator
chndm_1955-78-14-38,object, e.,creator
chndm_1938-57-1070-19,object,tenney,creator
chndm_1951-103-25,object,morris & co.,creator
chndm_1961-1-37,object,"van leyden, lucas",creator
chndm_1981-28-59,object,"andrew, elizabeth",creator
chndm_1898-21-5-e,object,lafosse,creator
chndm_1981-28-423,object, mate,creator
chndm_1921-6-94-3,object,"le pautre, jean",creator
chndm_1974-72-10,object,"handley, s.",creator
chndm_1901-39-2466,object,"giani, felice",creator
chndm_1901-39-2673,object,"van der straet, jan",creator
chndm_1896-3-347,object, richard,creator
chndm_1977-110-1-11,object, jean-robert,creator
chndm_1898-6-73,object,elliott,creator
chndm_1938-88-4458,object,"vanvitelli, luigi",creator
chndm_1917-4-1318,object,"church, frederic edwin",creator
chndm_1952-166-109,object, josiah,creator
chndm_1955-78-14-30,object, b. p.,creator
chndm_1979-91-647,object,w.h. mairs & co.,creator
chndm_1921-6-212-7-a,object,meissonnier,creator
chndm_a-t-20,object,malpertuy,creator
chndm_1938-88-8417,object,galle,creator
chndm_1948-118-6,object,bianconi,creator
chndm_1921-6-97-2,object,"le pautre, jean",creator
chndm_1921-6-281-33,object,setlezky,creator
chndm_1941-69-233,object,"del sol, estefana",creator
chndm_1938-58-1092,object,"hewitt, john",creator
chndm_1942-50-4,object, daniel,creator
chndm_1955-78-14-13,object,le tellier,creator
chndm_1952-80-5-h,object,"huet, jean-baptiste marie",creator
chndm_1921-6-285-38,object, karl albert,creator
chndm_1979-91-1203,object,janeway & co. inc.,creator
chndm_1921-6-212-66,object, gabriel,creator
chndm_1896-3-190,object,"van rijn, rembrandt harmensz",creator
chndm_1938-88-270,object,liverani,creator
chndm_1957-30-6,object,"hirschvogel, augustin",creator
chndm_1921-6-282-17,object,cuvilliés,creator
chndm_1942-50-267,object,"huntington, daniel",creator
chndm_1920-36-43,object,favel,creator
chndm_1921-6-205,object,imprimerie de ballard,creator
chndm_1953-48-15,object, ernest clifford,creator
chndm_1960-83-427,object,"cox, kenyon",creator
chndm_1953-48-15,object,charles scribner's sons,creator
chndm_1981-56-79,object,j. & j. g. low art tile works,creator
chndm_1951-103-54,object,morris,creator
chndm_1914-38-186,object,"lathrop, francis augustus",creator
chndm_1938-88-284,object,liverani,creator
chndm_1921-6-285-95,object,"cuvilliés, françois de",creator
chndm_1896-3-216,object,mignard,creator
chndm_1975-81-2,object,"mercer, elizabeth",creator
chndm_1921-6-231-27,object, jacques,creator
chndm_1896-3-358,object,kauffmann,creator
chndm_1981-56-5,object,j. & j. g. low art tile works,creator
chndm_1921-41-29,object, anne,creator
chndm_1938-57-1028,object, albert,creator
chndm_1921-6-326-25,object, gabriel,creator
chndm_1901-39-2056,object,barberi,creator
chndm_1931-41-25-a_b,object,frankenthal porcelain manufactory,creator
chndm_1901-39-2482,object, jan,creator
chndm_1931-94-186,object,"lubin, jacques",creator
chndm_1979-91-920,object,wm. campbell wall paper company,creator
chndm_1938-57-1518,object,"chifflart, françois-nicolas",creator
chndm_1938-88-284,object, romolo achille,creator
chndm_1911-28-9,object,"babel, pierre edme",creator
chndm_1945-3-7,object,crevel,creator
chndm_1942-50-322,object,"huntington, daniel",creator
chndm_1940-90-18,object,janeway & carpender,creator
chndm_1957-46-61,object,"dubois, louis-albert",creator
chndm_2009-18-24-a_b,object,j. & l. lobmeyr gmbh,creator
chndm_1921-6-282-74,object,cuvilliés,creator
chndm_1921-6-231-13,object, pierre edme,creator
chndm_1967-10-3-a,object,schwartz-huguenin,creator
chndm_1968-101-30-13,object,"blackstone, harriet",creator
chndm_1948-47-338,object,"brunner, arnold william",creator
chndm_1955-78-14-38,object,belin,creator
chndm_1977-110-1-11,object,ango,creator
chndm_1953-178-42,object,tiffany & company,creator
chndm_1911-31-7,object,"schirsand, joseph a.",creator
chndm_1984-86-18,object,"blum, robert frederick",creator
chndm_1943-51-324,object,"warren, whitney",creator
chndm_2000-69-74,object,a.n. davenport co.,creator
chndm_1938-82-106-a_d,object,"elsberg, herman a.",creator
chndm_1995-50-199,object,"wyngaert, philippe",creator
chndm_1972-42-214-a_f,object, m. victor,creator
chndm_1921-6-282-74,object, nicolas jean-baptiste,creator
chndm_1979-91-499,object,janeway & co. inc.,creator
chndm_2013-21-40,object,rookwood potte,creator
chndm_1921-6-213-7,object,peyrotte,creator
chndm_2017-41-3,object, frederick s.,creator
chndm_1907-7-10,object,frey,creator
chndm_1921-6-285-84,object, de,creator
chndm_2000-69-220,object,a.n. davenport co.,creator
chndm_1921-6-11-1,object,"bonnet, louis-marin",creator
chndm_1917-4-245,object,"church, frederic edwin",creator
chndm_1984-84-13,object, maria longworth,creator
chndm_1938-57-1070-37,object, dudley,creator
chndm_1979-91-580,object,imperial wallcoverings inc.,creator
chndm_1940-76-15,object,"hassam, childe",creator
chndm_1955-78-14-30,object, e.,creator
chndm_1898-6-73,object, frederick w.,creator
chndm_1952-37-18,object,van der straet,creator
chndm_1968-111-87,object,desfossé et karth,creator
chndm_1921-22-348,object,demarteau,creator
chndm_1938-88-4616,object,"marchionni, filippo",creator
chndm_1953-48-15,object,peixotto,creator
chndm_1921-6-212-7-a,object, juste-aurèle,creator
chndm_1957-58-31,object,"hitchcock, george",creator
chndm_1901-39-1593,object,"palazzi, giuseppe",creator
chndm_1920-36-218,object,fabrique de saint ruf,creator
chndm_1917-4-516,object,"church, frederic edwin",creator
chndm_2000-69-54,object,a.n. davenport co.,creator
chndm_1940-110-3,object,scheuchzer,creator
chndm_1948-118-6,object,ferri,creator
chndm_2000-69-168,object,a.n. davenport co.,creator
chndm_1931-73-295,object,"pinelli, bartolomeo",creator
chndm_1971-79-2-a_b,object,bannister hall printworks,creator
chndm_1912-12-52,object,"homer, winslow",creator
chndm_1942-50-412,object,"huntington, daniel",creator
chndm_1995-50-8,object,petitpierre et cie,creator
chndm_1904-16-242,object,"blum, robert frederick",creator
chndm_1938-57-1028,object, alfonse,creator
chndm_1960-83-155,object,"cox, kenyon",creator
chndm_1938-57-321,object,sèvres porcelain manufactory,creator
chndm_1911-28-361,object,"seethaler, joseph anton",creator
chndm_1920-3-2-a_b,object,fortunato pio castellani & sons,creator
chndm_1901-39-3217,object,"giani, felice",creator
chndm_1946-68-5,object,harper's weekly,creator
chndm_1901-39-994,object,"belli, giovacchino",creator
chndm_1979-91-521,object,williamson,creator
chndm_1955-38-12-a,object,"vedder, elihu",creator
chndm_1917-4-366-a,object,"church, frederic edwin",creator
chndm_1952-166-98,object,bateman,creator
chndm_1921-6-469-6,object,galle,creator
chndm_1999-42-6,object,henry alcock & co.,creator
chndm_1921-6-231-27,object,chéreau,creator
chndm_1898-6-73,object,halpin,creator
chndm_1938-57-1028,object, abraham,creator
chndm_1945-6-4-2,object, jacques androuet,creator
chndm_1962-59-1,object,"bony, jean-françois",creator
chndm_1952-37-18,object,galle,creator
chndm_1955-38-25,object,"vedder, elihu",creator
chndm_1984-86-4-56,object,"cox, kenyon",creator
chndm_1984-84-26,object, jacques,creator
chndm_1921-6-313-80,object, jacques jean,creator
chndm_1998-59-2,object,dresser,creator
chndm_1938-88-570,object,"belli, pietro",creator
chndm_1907-17-27,object,"dubois, jean joseph",creator
chndm_1931-94-39,object,le meunnié,creator
chndm_1955-78-14-13,object,grimaud,creator
chndm_1938-88-1005,object,"valadier, giuseppe",creator
chndm_1955-163-12,object,chelsea porcelain manufactory,creator
chndm_2017-41-3,object,shirley,creator
chndm_1919-30-11,object,"zocchi, giuseppe",creator
chndm_1962-198-31,object,schifflen,creator
chndm_1977-110-3-19,object,"ango, jean-robert",creator
chndm_1977-31-2-a_g,object,morris & co.,creator
chndm_1945-3-7,object,nancy mcclelland,creator
chndm_1912-12-252,object,"homer, winslow",creator
chndm_1981-28-424,object,montero,creator
chndm_1999-17-1-2,object,weigels,creator
chndm_1901-39-1702,object,"buffagnotti, carlo antonio",creator
chndm_1940-110-3,object,füssli,creator
chndm_1942-50-79,object,"huntington, daniel",creator
chndm_1938-88-7057,object,"tesi, mauro antonio",creator
chndm_1952-37-18,object, philip,creator
chndm_1931-94-139,object, gerard,creator
chndm_1991-156-1,object,"wright, frank lloyd",creator
chndm_1938-88-3498,object,bigari,creator
chndm_1921-6-282-62,object, françois de,creator
chndm_1938-88-8417,object,van der straet,creator
chndm_1997-133-1,object,"hunzinger, george jakob",creator
chndm_1957-162-22,object,"jamnitzer, christoph",creator
chndm_1901-39-1361,object,"giani, felice",creator
chndm_1931-94-177,object,"guttierez, nicolaus",creator
chndm_1911-28-19-3,object,"cauvet, gilles paul",creator
chndm_1952-37-18,object, jan,creator
chndm_1901-39-2489,object,"giani, felice",creator
chndm_1962-198-31,object,wolff,creator
chndm_1911-28-266,object,"ranson, pierre",creator
chndm_1938-57-1070-19,object, dudley,creator
chndm_1948-40-154,object,"crace, frederick",creator
chndm_1931-94-139,object,edelinck,creator
chndm_1981-28-82,object,"muns, elizabeth",creator
chndm_1931-71-83,object,"ransonnette, charles nicolas",creator
chndm_1896-16-9,object,"alfarren, miguel",creator
chndm_1950-5-25,object, hans,creator
chndm_1937-38-2-b,object,maj.,creator
chndm_1941-31-250,object,"hiroshige, ando",creator
chndm_1960-126-1-a,object,"wolf, john c.",creator
chndm_1904-16-16-b,object,"blum, robert frederick",creator
chndm_1911-28-376,object,"seethaler, joseph anton",creator
chndm_1967-10-17-b,object,schwartz-huguenin,creator
chndm_1942-50-1,object,"cheney, seth wells",creator
chndm_1962-143-121-61,object,"verien, nicolas",creator
chndm_1901-39-2482,object,pliny,creator
chndm_1953-179-85-31,object,"richards, william trost",creator
chndm_1896-3-281,object, giovanni francesco,creator
chndm_1901-39-3066,object,"passeri, giuseppe",creator
chndm_1931-94-79,object,"rowse, samuel worcester",creator
chndm_1938-88-8417,object, jan,creator
chndm_1921-6-313-80,object, pierre,creator
chndm_1984-86-3-42,object,"cox, kenyon",creator
chndm_1995-50-122,object,favre petitpierre,creator
chndm_1979-91-959,object,standard wall-paper company,creator
chndm_1948-47-319,object,"brunner, arnold william",creator
chndm_1921-6-212-41,object,huquier,creator
chndm_1938-57-1070-198,object, frederick stuart,creator
chndm_1936-13-16-a_b,object,vieillard,creator
chndm_1995-50-81,object,oberkampf & cie.,creator
chndm_1981-28-31,object,"votier, madeleine",creator
chndm_1921-6-42-8,object, henri,creator
chndm_1962-192-8,object,"leclerc, sebastien",creator
chndm_1938-88-3498,object, vittorio maria,creator
chndm_1947-4-30,object,harper's weekly,creator
chndm_1979-91-274,object,"maxwell & co., s.a.",creator
chndm_1947-131-114,object,genoels,creator
chndm_1907-17-8,object,"petit, louis michel",creator
chndm_1947-4-30,object, winslow,creator
chndm_1948-40-4,object,"crace, frederick",creator
chndm_1921-6-282-74,object, françois de,creator
chndm_1921-6-212-41,object, gabriel,creator
chndm_1938-1-32,object,"daumier, honore",creator
chndm_1901-39-3345,object,"giani, felice",creator
chndm_1921-6-326-25,object,huquier,creator
chndm_1901-39-623,object,"marchionni, filippo",creator
chndm_1938-88-467,object,"barberi, giuseppe",creator
chndm_1977-110-1-36,object, michelangelo di lodovico,creator
chndm_1921-6-282-62,object, carl albert von,creator
chndm_1952-166-109,object,bentley,creator
chndm_1931-73-298,object,"pinelli, bartolomeo",creator
chndm_1921-6-231-27,object,babel,creator
chndm_1923-6-25,object,"cox, kenyon",creator
chndm_1914-38-323,object,"lathrop, francis augustus",creator
chndm_1898-21-5-e,object,desrais,creator
chndm_1963-9-245,object,"vico, enea",creator
chndm_1938-57-1070-230,object,tenney,creator
chndm_1989-80-34-a_g,object,orinoka mills,creator
chndm_1921-22-348,object, gilles,creator
chndm_1921-6-285-84,object, karl albert,creator
chndm_1979-91-951,object,"maxwell & co., s.a.",creator
chndm_1917-4-534,object,"church, frederic edwin",creator
chndm_1921-22-348,object,huët,creator
chndm_1921-6-469-6,object, philip,creator
chndm_1931-94-39,object, c.,creator
chndm_1896-3-87,object,"aldegrever, heinrich",creator
chndm_1921-6-313-80,object,germain,creator
chndm_2000-69-205,object,a.n. davenport co.,creator
chndm_1993-134-25-a_c,object,w.a.s. benson ltd.,creator
chndm_1984-84-26,object,sicard,creator
chndm_1955-78-14-30,object,grimaud,creator
chndm_1979-91-1317,object,"maxwell & co., s.a.",creator
chndm_1941-11-5,object,"stevens, thomas",creator
chndm_1897-9-8,object,nahl,creator
chndm_1921-6-97-1,object,"le pautre, jean",creator
chndm_1941-69-86,object,"adams, betsy",creator
chndm_1970-28-25,object,"phillips, dinah",creator
chndm_1979-91-570,object,york card & paper co.,creator
chndm_1955-163-11,object,chelsea porcelain manufactory,creator
chndm_1938-57-1070-19,object,church,creator
chndm_1938-57-1070-37,object,tenney,creator
chndm_1931-41-25-a_b,object, edmé et cie porcelain manufacto,creator
chndm_1924-15-134,object, gabriel,creator
chndm_1938-57-1028,object, daniel,creator
chndm_1901-39-2056,object, giuseppe,creator
chndm_1956-23-6-4,object, rené,creator
chndm_1937-38-2-b,object,engelbrecht,creator
chndm_1921-6-285-38,object,poilly family,creator
chndm_1943-51-133,object,"warren, whitney",creator
chndm_1983-3-1,object,"de bry, theodor",creator
chndm_1956-23-6-4,object,boyvin,creator
chndm_1938-57-1070-198,object,tenney,creator
chndm_1923-41-7,object,"smith, francis hopkinson",creator
chndm_1941-69-243,object,"adams, abigail",creator
chndm_1984-86-4-39,object,"cox, kenyon",creator
chndm_1969-121-40,object,"haseltine, william stanley",creator
chndm_1938-57-1070-198,object, dudley,creator
chndm_1931-73-7,object,"della gatta, saverio",creator
chndm_2000-69-227,object,a.n. davenport co.,creator
chndm_1921-6-282-74,object,poilly,creator
chndm_1956-23-6-4,object,houve,creator
chndm_1921-6-326-25,object, jacques,creator
chndm_1961-148-49,object,"pennell, joseph",creator
chndm_1917-4-157,object,"church, frederic edwin",creator
chndm_1984-86-6-21,object,"cox, kenyon",creator
chndm_1955-78-14-13,object, b. p.,creator
chndm_1896-3-358,object,delattre,creator
chndm_1901-39-1063,object,"giani, felice",creator
chndm_1948-47-211,object,"brunner, arnold william",creator
chndm_2006-32-1,object,w. ridgway & company,creator
chndm_1986-113-8,object,gorham manufacturing company,creator
chndm_1992-5-60-a_b,object,carl thieme potschappel porcelain manufactory,creator
chndm_1901-39-2482,object,van der straet,creator
chndm_1914-21-121,object,fabrique de saint ruf,creator
chndm_1896-3-358,object, angelic,creator
chndm_2009-18-23,object, theophil,creator
chndm_1947-131-114,object, abraham,creator
chndm_1938-57-418-e,object,wedgwood,creator
chndm_1901-39-1392,object,"giani, felice",creator
chndm_1924-15-134,object, françois,creator
chndm_1976-48-61-2,object,"draper, jeremiah",creator
chndm_1921-6-212-7-a,object,laureolli,creator
chndm_1947-131-114,object,van der meulen,creator
chndm_1952-166-98,object, peter,creator
chndm_1940-110-3,object,christian ulrich wagner,creator
chndm_1921-6-282-62,object,poilly,creator
chndm_1907-7-10,object, jakob,creator
chndm_1979-91-312,object,"maxwell & co., s.a.",creator
chndm_1984-86-5-45,object,"cox, kenyon",creator
chndm_1914-38-208,object,"lathrop, francis augustus",creator
chndm_1946-68-5,object, winslow,creator
chndm_1954-94-1,object,"dürer, albrecht",creator
chndm_1921-6-212-7-a,object,huquier,creator
chndm_1979-91-915,object,"warren, fuller and co.",creator
chndm_1924-15-134,object,huquier,creator
chndm_1942-50-138,object,"huntington, daniel",creator
chndm_1948-40-12,object,"crace, frederick",creator
chndm_1938-57-1070-175,object, frederick stuart,creator
chndm_1901-39-2179,object,"marchionni, carlo",creator
chndm_1998-62-7,object,dufour et leroy,creator
chndm_1972-42-214-a_f,object, jules,creator
chndm_1943-33-1-34,object,"morse, alice cordelia",creator
chndm_1998-59-2,object, christophe,creator
chndm_1962-59-2,object,"bony, jean-françois",creator
